DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,SpanishDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,SpanishMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
20071208.0,2007-12-08,7.0,Saturday,Sábado,8.0,342.0,49.0,December,Diciembre,12.0,4.0,2007.0,2.0,2.0,2008.0,1.0
20071209.0,2007-12-09,1.0,Sunday,Domingo,9.0,343.0,50.0,December,Diciembre,12.0,4.0,2007.0,2.0,2.0,2008.0,1.0
20071210.0,2007-12-10,2.0,Monday,Lunes,10.0,344.0,50.0,December,Diciembre,12.0,4.0,2007.0,2.0,2.0,2008.0,1.0
20071211.0,2007-12-11,3.0,Tuesday,Martes,11.0,345.0,50.0,December,Diciembre,12.0,4.0,2007.0,2.0,2.0,2008.0,1.0
20071212.0,2007-12-12,4.0,Wednesday,Miércoles,12.0,346.0,50.0,December,Diciembre,12.0,4.0,2007.0,2.0,2.0,2008.0,1.0
20071213.0,2007-12-13,5.0,Thursday,Jueves,13.0,347.0,50.0,December,Diciembre,12.0,4.0,2007.0,2.0,2.0,2008.0,1.0
20071214.0,2007-12-14,6.0,Friday,Viernes,14.0,348.0,50.0,December,Diciembre,12.0,4.0,2007.0,2.0,2.0,2008.0,1.0
20071215.0,2007-12-15,7.0,Saturday,Sábado,15.0,349.0,50.0,December,Diciembre,12.0,4.0,2007.0,2.0,2.0,2008.0,1.0
20071216.0,2007-12-16,1.0,Sunday,Domingo,16.0,350.0,51.0,December,Diciembre,12.0,4.0,2007.0,2.0,2.0,2008.0,1.0
20071217.0,2007-12-17,2.0,Monday,Lunes,17.0,351.0,51.0,December,Diciembre,12.0,4.0,2007.0,2.0,2.0,2008.0,1.0
20071218.0,2007-12-18,3.0,Tuesday,Martes,18.0,352.0,51.0,December,Diciembre,12.0,4.0,2007.0,2.0,2.0,2008.0,1.0
20071219.0,2007-12-19,4.0,Wednesday,Miércoles,19.0,353.0,51.0,December,Diciembre,12.0,4.0,2007.0,2.0,2.0,2008.0,1.0
20071220.0,2007-12-20,5.0,Thursday,Jueves,20.0,354.0,51.0,December,Diciembre,12.0,4.0,2007.0,2.0,2.0,2008.0,1.0
20071221.0,2007-12-21,6.0,Friday,Viernes,21.0,355.0,51.0,December,Diciembre,12.0,4.0,2007.0,2.0,2.0,2008.0,1.0
20071222.0,2007-12-22,7.0,Saturday,Sábado,22.0,356.0,51.0,December,Diciembre,12.0,4.0,2007.0,2.0,2.0,2008.0,1.0
20071223.0,2007-12-23,1.0,Sunday,Domingo,23.0,357.0,52.0,December,Diciembre,12.0,4.0,2007.0,2.0,2.0,2008.0,1.0
20071224.0,2007-12-24,2.0,Monday,Lunes,24.0,358.0,52.0,December,Diciembre,12.0,4.0,2007.0,2.0,2.0,2008.0,1.0
20071225.0,2007-12-25,3.0,Tuesday,Martes,25.0,359.0,52.0,December,Diciembre,12.0,4.0,2007.0,2.0,2.0,2008.0,1.0
20071226.0,2007-12-26,4.0,Wednesday,Miércoles,26.0,360.0,52.0,December,Diciembre,12.0,4.0,2007.0,2.0,2.0,2008.0,1.0
20071227.0,2007-12-27,5.0,Thursday,Jueves,27.0,361.0,52.0,December,Diciembre,12.0,4.0,2007.0,2.0,2.0,2008.0,1.0
20071228.0,2007-12-28,6.0,Friday,Viernes,28.0,362.0,52.0,December,Diciembre,12.0,4.0,2007.0,2.0,2.0,2008.0,1.0
20071229.0,2007-12-29,7.0,Saturday,Sábado,29.0,363.0,52.0,December,Diciembre,12.0,4.0,2007.0,2.0,2.0,2008.0,1.0
20071230.0,2007-12-30,1.0,Sunday,Domingo,30.0,364.0,53.0,December,Diciembre,12.0,4.0,2007.0,2.0,2.0,2008.0,1.0
20071231.0,2007-12-31,2.0,Monday,Lunes,31.0,365.0,53.0,December,Diciembre,12.0,4.0,2007.0,2.0,2.0,2008.0,1.0
20080101.0,2008-01-01,3.0,Tuesday,Martes,1.0,1.0,1.0,January,Enero,1.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080102.0,2008-01-02,4.0,Wednesday,Miércoles,2.0,2.0,1.0,January,Enero,1.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080103.0,2008-01-03,5.0,Thursday,Jueves,3.0,3.0,1.0,January,Enero,1.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080104.0,2008-01-04,6.0,Friday,Viernes,4.0,4.0,1.0,January,Enero,1.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080105.0,2008-01-05,7.0,Saturday,Sábado,5.0,5.0,1.0,January,Enero,1.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080106.0,2008-01-06,1.0,Sunday,Domingo,6.0,6.0,2.0,January,Enero,1.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080107.0,2008-01-07,2.0,Monday,Lunes,7.0,7.0,2.0,January,Enero,1.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080108.0,2008-01-08,3.0,Tuesday,Martes,8.0,8.0,2.0,January,Enero,1.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080109.0,2008-01-09,4.0,Wednesday,Miércoles,9.0,9.0,2.0,January,Enero,1.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080110.0,2008-01-10,5.0,Thursday,Jueves,10.0,10.0,2.0,January,Enero,1.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080111.0,2008-01-11,6.0,Friday,Viernes,11.0,11.0,2.0,January,Enero,1.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080112.0,2008-01-12,7.0,Saturday,Sábado,12.0,12.0,2.0,January,Enero,1.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080113.0,2008-01-13,1.0,Sunday,Domingo,13.0,13.0,3.0,January,Enero,1.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080114.0,2008-01-14,2.0,Monday,Lunes,14.0,14.0,3.0,January,Enero,1.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080115.0,2008-01-15,3.0,Tuesday,Martes,15.0,15.0,3.0,January,Enero,1.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080116.0,2008-01-16,4.0,Wednesday,Miércoles,16.0,16.0,3.0,January,Enero,1.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080117.0,2008-01-17,5.0,Thursday,Jueves,17.0,17.0,3.0,January,Enero,1.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080118.0,2008-01-18,6.0,Friday,Viernes,18.0,18.0,3.0,January,Enero,1.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080119.0,2008-01-19,7.0,Saturday,Sábado,19.0,19.0,3.0,January,Enero,1.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080120.0,2008-01-20,1.0,Sunday,Domingo,20.0,20.0,4.0,January,Enero,1.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080121.0,2008-01-21,2.0,Monday,Lunes,21.0,21.0,4.0,January,Enero,1.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080122.0,2008-01-22,3.0,Tuesday,Martes,22.0,22.0,4.0,January,Enero,1.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080123.0,2008-01-23,4.0,Wednesday,Miércoles,23.0,23.0,4.0,January,Enero,1.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080124.0,2008-01-24,5.0,Thursday,Jueves,24.0,24.0,4.0,January,Enero,1.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080125.0,2008-01-25,6.0,Friday,Viernes,25.0,25.0,4.0,January,Enero,1.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080126.0,2008-01-26,7.0,Saturday,Sábado,26.0,26.0,4.0,January,Enero,1.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080127.0,2008-01-27,1.0,Sunday,Domingo,27.0,27.0,5.0,January,Enero,1.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080128.0,2008-01-28,2.0,Monday,Lunes,28.0,28.0,5.0,January,Enero,1.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080129.0,2008-01-29,3.0,Tuesday,Martes,29.0,29.0,5.0,January,Enero,1.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080130.0,2008-01-30,4.0,Wednesday,Miércoles,30.0,30.0,5.0,January,Enero,1.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080131.0,2008-01-31,5.0,Thursday,Jueves,31.0,31.0,5.0,January,Enero,1.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080201.0,2008-02-01,6.0,Friday,Viernes,1.0,32.0,5.0,February,Febrero,2.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080202.0,2008-02-02,7.0,Saturday,Sábado,2.0,33.0,5.0,February,Febrero,2.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080203.0,2008-02-03,1.0,Sunday,Domingo,3.0,34.0,6.0,February,Febrero,2.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080204.0,2008-02-04,2.0,Monday,Lunes,4.0,35.0,6.0,February,Febrero,2.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080205.0,2008-02-05,3.0,Tuesday,Martes,5.0,36.0,6.0,February,Febrero,2.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080206.0,2008-02-06,4.0,Wednesday,Miércoles,6.0,37.0,6.0,February,Febrero,2.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080207.0,2008-02-07,5.0,Thursday,Jueves,7.0,38.0,6.0,February,Febrero,2.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080208.0,2008-02-08,6.0,Friday,Viernes,8.0,39.0,6.0,February,Febrero,2.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080209.0,2008-02-09,7.0,Saturday,Sábado,9.0,40.0,6.0,February,Febrero,2.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080210.0,2008-02-10,1.0,Sunday,Domingo,10.0,41.0,7.0,February,Febrero,2.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080211.0,2008-02-11,2.0,Monday,Lunes,11.0,42.0,7.0,February,Febrero,2.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080212.0,2008-02-12,3.0,Tuesday,Martes,12.0,43.0,7.0,February,Febrero,2.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080213.0,2008-02-13,4.0,Wednesday,Miércoles,13.0,44.0,7.0,February,Febrero,2.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080214.0,2008-02-14,5.0,Thursday,Jueves,14.0,45.0,7.0,February,Febrero,2.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080215.0,2008-02-15,6.0,Friday,Viernes,15.0,46.0,7.0,February,Febrero,2.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080216.0,2008-02-16,7.0,Saturday,Sábado,16.0,47.0,7.0,February,Febrero,2.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080217.0,2008-02-17,1.0,Sunday,Domingo,17.0,48.0,8.0,February,Febrero,2.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080218.0,2008-02-18,2.0,Monday,Lunes,18.0,49.0,8.0,February,Febrero,2.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080219.0,2008-02-19,3.0,Tuesday,Martes,19.0,50.0,8.0,February,Febrero,2.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080220.0,2008-02-20,4.0,Wednesday,Miércoles,20.0,51.0,8.0,February,Febrero,2.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080221.0,2008-02-21,5.0,Thursday,Jueves,21.0,52.0,8.0,February,Febrero,2.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080222.0,2008-02-22,6.0,Friday,Viernes,22.0,53.0,8.0,February,Febrero,2.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080223.0,2008-02-23,7.0,Saturday,Sábado,23.0,54.0,8.0,February,Febrero,2.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080224.0,2008-02-24,1.0,Sunday,Domingo,24.0,55.0,9.0,February,Febrero,2.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080225.0,2008-02-25,2.0,Monday,Lunes,25.0,56.0,9.0,February,Febrero,2.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080226.0,2008-02-26,3.0,Tuesday,Martes,26.0,57.0,9.0,February,Febrero,2.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080227.0,2008-02-27,4.0,Wednesday,Miércoles,27.0,58.0,9.0,February,Febrero,2.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080228.0,2008-02-28,5.0,Thursday,Jueves,28.0,59.0,9.0,February,Febrero,2.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080229.0,2008-02-29,6.0,Friday,Viernes,29.0,60.0,9.0,February,Febrero,2.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080301.0,2008-03-01,7.0,Saturday,Sábado,1.0,61.0,9.0,March,Marzo,3.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080302.0,2008-03-02,1.0,Sunday,Domingo,2.0,62.0,10.0,March,Marzo,3.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080303.0,2008-03-03,2.0,Monday,Lunes,3.0,63.0,10.0,March,Marzo,3.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080304.0,2008-03-04,3.0,Tuesday,Martes,4.0,64.0,10.0,March,Marzo,3.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080305.0,2008-03-05,4.0,Wednesday,Miércoles,5.0,65.0,10.0,March,Marzo,3.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080306.0,2008-03-06,5.0,Thursday,Jueves,6.0,66.0,10.0,March,Marzo,3.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080307.0,2008-03-07,6.0,Friday,Viernes,7.0,67.0,10.0,March,Marzo,3.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080308.0,2008-03-08,7.0,Saturday,Sábado,8.0,68.0,10.0,March,Marzo,3.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080309.0,2008-03-09,1.0,Sunday,Domingo,9.0,69.0,11.0,March,Marzo,3.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080310.0,2008-03-10,2.0,Monday,Lunes,10.0,70.0,11.0,March,Marzo,3.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080311.0,2008-03-11,3.0,Tuesday,Martes,11.0,71.0,11.0,March,Marzo,3.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080312.0,2008-03-12,4.0,Wednesday,Miércoles,12.0,72.0,11.0,March,Marzo,3.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080313.0,2008-03-13,5.0,Thursday,Jueves,13.0,73.0,11.0,March,Marzo,3.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080314.0,2008-03-14,6.0,Friday,Viernes,14.0,74.0,11.0,March,Marzo,3.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080315.0,2008-03-15,7.0,Saturday,Sábado,15.0,75.0,11.0,March,Marzo,3.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080316.0,2008-03-16,1.0,Sunday,Domingo,16.0,76.0,12.0,March,Marzo,3.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080317.0,2008-03-17,2.0,Monday,Lunes,17.0,77.0,12.0,March,Marzo,3.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080318.0,2008-03-18,3.0,Tuesday,Martes,18.0,78.0,12.0,March,Marzo,3.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080319.0,2008-03-19,4.0,Wednesday,Miércoles,19.0,79.0,12.0,March,Marzo,3.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080320.0,2008-03-20,5.0,Thursday,Jueves,20.0,80.0,12.0,March,Marzo,3.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080321.0,2008-03-21,6.0,Friday,Viernes,21.0,81.0,12.0,March,Marzo,3.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080322.0,2008-03-22,7.0,Saturday,Sábado,22.0,82.0,12.0,March,Marzo,3.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080323.0,2008-03-23,1.0,Sunday,Domingo,23.0,83.0,13.0,March,Marzo,3.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080324.0,2008-03-24,2.0,Monday,Lunes,24.0,84.0,13.0,March,Marzo,3.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080325.0,2008-03-25,3.0,Tuesday,Martes,25.0,85.0,13.0,March,Marzo,3.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080326.0,2008-03-26,4.0,Wednesday,Miércoles,26.0,86.0,13.0,March,Marzo,3.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080327.0,2008-03-27,5.0,Thursday,Jueves,27.0,87.0,13.0,March,Marzo,3.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080328.0,2008-03-28,6.0,Friday,Viernes,28.0,88.0,13.0,March,Marzo,3.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080329.0,2008-03-29,7.0,Saturday,Sábado,29.0,89.0,13.0,March,Marzo,3.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080330.0,2008-03-30,1.0,Sunday,Domingo,30.0,90.0,14.0,March,Marzo,3.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080331.0,2008-03-31,2.0,Monday,Lunes,31.0,91.0,14.0,March,Marzo,3.0,1.0,2008.0,1.0,3.0,2008.0,2.0
20080401.0,2008-04-01,3.0,Tuesday,Martes,1.0,92.0,14.0,April,Abril,4.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080402.0,2008-04-02,4.0,Wednesday,Miércoles,2.0,93.0,14.0,April,Abril,4.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080403.0,2008-04-03,5.0,Thursday,Jueves,3.0,94.0,14.0,April,Abril,4.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080404.0,2008-04-04,6.0,Friday,Viernes,4.0,95.0,14.0,April,Abril,4.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080405.0,2008-04-05,7.0,Saturday,Sábado,5.0,96.0,14.0,April,Abril,4.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080406.0,2008-04-06,1.0,Sunday,Domingo,6.0,97.0,15.0,April,Abril,4.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080407.0,2008-04-07,2.0,Monday,Lunes,7.0,98.0,15.0,April,Abril,4.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080408.0,2008-04-08,3.0,Tuesday,Martes,8.0,99.0,15.0,April,Abril,4.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080409.0,2008-04-09,4.0,Wednesday,Miércoles,9.0,100.0,15.0,April,Abril,4.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080410.0,2008-04-10,5.0,Thursday,Jueves,10.0,101.0,15.0,April,Abril,4.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080411.0,2008-04-11,6.0,Friday,Viernes,11.0,102.0,15.0,April,Abril,4.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080412.0,2008-04-12,7.0,Saturday,Sábado,12.0,103.0,15.0,April,Abril,4.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080413.0,2008-04-13,1.0,Sunday,Domingo,13.0,104.0,16.0,April,Abril,4.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080414.0,2008-04-14,2.0,Monday,Lunes,14.0,105.0,16.0,April,Abril,4.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080415.0,2008-04-15,3.0,Tuesday,Martes,15.0,106.0,16.0,April,Abril,4.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080416.0,2008-04-16,4.0,Wednesday,Miércoles,16.0,107.0,16.0,April,Abril,4.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080417.0,2008-04-17,5.0,Thursday,Jueves,17.0,108.0,16.0,April,Abril,4.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080418.0,2008-04-18,6.0,Friday,Viernes,18.0,109.0,16.0,April,Abril,4.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080419.0,2008-04-19,7.0,Saturday,Sábado,19.0,110.0,16.0,April,Abril,4.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080420.0,2008-04-20,1.0,Sunday,Domingo,20.0,111.0,17.0,April,Abril,4.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080421.0,2008-04-21,2.0,Monday,Lunes,21.0,112.0,17.0,April,Abril,4.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080422.0,2008-04-22,3.0,Tuesday,Martes,22.0,113.0,17.0,April,Abril,4.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080423.0,2008-04-23,4.0,Wednesday,Miércoles,23.0,114.0,17.0,April,Abril,4.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080424.0,2008-04-24,5.0,Thursday,Jueves,24.0,115.0,17.0,April,Abril,4.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080425.0,2008-04-25,6.0,Friday,Viernes,25.0,116.0,17.0,April,Abril,4.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080426.0,2008-04-26,7.0,Saturday,Sábado,26.0,117.0,17.0,April,Abril,4.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080427.0,2008-04-27,1.0,Sunday,Domingo,27.0,118.0,18.0,April,Abril,4.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080428.0,2008-04-28,2.0,Monday,Lunes,28.0,119.0,18.0,April,Abril,4.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080429.0,2008-04-29,3.0,Tuesday,Martes,29.0,120.0,18.0,April,Abril,4.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080430.0,2008-04-30,4.0,Wednesday,Miércoles,30.0,121.0,18.0,April,Abril,4.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080501.0,2008-05-01,5.0,Thursday,Jueves,1.0,122.0,18.0,May,Mayo,5.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080502.0,2008-05-02,6.0,Friday,Viernes,2.0,123.0,18.0,May,Mayo,5.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080503.0,2008-05-03,7.0,Saturday,Sábado,3.0,124.0,18.0,May,Mayo,5.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080504.0,2008-05-04,1.0,Sunday,Domingo,4.0,125.0,19.0,May,Mayo,5.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080505.0,2008-05-05,2.0,Monday,Lunes,5.0,126.0,19.0,May,Mayo,5.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080506.0,2008-05-06,3.0,Tuesday,Martes,6.0,127.0,19.0,May,Mayo,5.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080507.0,2008-05-07,4.0,Wednesday,Miércoles,7.0,128.0,19.0,May,Mayo,5.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080508.0,2008-05-08,5.0,Thursday,Jueves,8.0,129.0,19.0,May,Mayo,5.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080509.0,2008-05-09,6.0,Friday,Viernes,9.0,130.0,19.0,May,Mayo,5.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080510.0,2008-05-10,7.0,Saturday,Sábado,10.0,131.0,19.0,May,Mayo,5.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080511.0,2008-05-11,1.0,Sunday,Domingo,11.0,132.0,20.0,May,Mayo,5.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080512.0,2008-05-12,2.0,Monday,Lunes,12.0,133.0,20.0,May,Mayo,5.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080513.0,2008-05-13,3.0,Tuesday,Martes,13.0,134.0,20.0,May,Mayo,5.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080514.0,2008-05-14,4.0,Wednesday,Miércoles,14.0,135.0,20.0,May,Mayo,5.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080515.0,2008-05-15,5.0,Thursday,Jueves,15.0,136.0,20.0,May,Mayo,5.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080516.0,2008-05-16,6.0,Friday,Viernes,16.0,137.0,20.0,May,Mayo,5.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080517.0,2008-05-17,7.0,Saturday,Sábado,17.0,138.0,20.0,May,Mayo,5.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080518.0,2008-05-18,1.0,Sunday,Domingo,18.0,139.0,21.0,May,Mayo,5.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080519.0,2008-05-19,2.0,Monday,Lunes,19.0,140.0,21.0,May,Mayo,5.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080520.0,2008-05-20,3.0,Tuesday,Martes,20.0,141.0,21.0,May,Mayo,5.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080521.0,2008-05-21,4.0,Wednesday,Miércoles,21.0,142.0,21.0,May,Mayo,5.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080522.0,2008-05-22,5.0,Thursday,Jueves,22.0,143.0,21.0,May,Mayo,5.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080523.0,2008-05-23,6.0,Friday,Viernes,23.0,144.0,21.0,May,Mayo,5.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080524.0,2008-05-24,7.0,Saturday,Sábado,24.0,145.0,21.0,May,Mayo,5.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080525.0,2008-05-25,1.0,Sunday,Domingo,25.0,146.0,22.0,May,Mayo,5.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080526.0,2008-05-26,2.0,Monday,Lunes,26.0,147.0,22.0,May,Mayo,5.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080527.0,2008-05-27,3.0,Tuesday,Martes,27.0,148.0,22.0,May,Mayo,5.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080528.0,2008-05-28,4.0,Wednesday,Miércoles,28.0,149.0,22.0,May,Mayo,5.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080529.0,2008-05-29,5.0,Thursday,Jueves,29.0,150.0,22.0,May,Mayo,5.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080530.0,2008-05-30,6.0,Friday,Viernes,30.0,151.0,22.0,May,Mayo,5.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080531.0,2008-05-31,7.0,Saturday,Sábado,31.0,152.0,22.0,May,Mayo,5.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080601.0,2008-06-01,1.0,Sunday,Domingo,1.0,153.0,23.0,June,Junio,6.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080602.0,2008-06-02,2.0,Monday,Lunes,2.0,154.0,23.0,June,Junio,6.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080603.0,2008-06-03,3.0,Tuesday,Martes,3.0,155.0,23.0,June,Junio,6.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080604.0,2008-06-04,4.0,Wednesday,Miércoles,4.0,156.0,23.0,June,Junio,6.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080605.0,2008-06-05,5.0,Thursday,Jueves,5.0,157.0,23.0,June,Junio,6.0,2.0,2008.0,1.0,4.0,2008.0,2.0
20080606.0,2008-06-06,6.0,Friday,Viernes,6.0,158.0,23.0,June,Junio,6.0,2.0,2008.0,1.0,4.0,2008.0,2.0
